S.No,Module,Method,Endpoint (v1),Legacy Endpoint,Description,Required Headers,Path Parameters,Query Parameters,Request Body,Content-Type,Example Request,Access,Authentication,Status,Source File,Line
11,Admin,GET,/api/v1/web/admin/categories/nested-for-filters,/api/admin/categories/nested-for-filters,,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/categories/nested-for-filters,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1235
12,Admin,GET,/api/v1/web/admin/categories/tree,/api/admin/categories/tree,,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/categories/tree,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1343
13,Admin,POST,/api/v1/web/admin/category-filters,/api/admin/category-filters,,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,—,—,"categoryId (string, optional); filterIds (string, optional)",application/json,"POST /api/v1/web/admin/category-filters
{
  ""categoryId"": ""64a1b2c3d4e5f6a7b8c9d0e1"",
  ""filterIds"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2205
14,Admin,GET,/api/v1/web/admin/category-filters?categoryId=...,/api/admin/category-filters?categoryId=...,,Authorization: Bearer {token}; Cookie: token={jwt},—,"categoryId (string, optional)",—,—,GET /api/v1/web/admin/category-filters?categoryId=64a1b2c3d4e5f6a7b8c9d0e1,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2170
15,Admin,GET,/api/v1/web/admin/comments,/api/admin/comments,Get comments for moderation,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 50); status (string, optional, default: 'pending'); search (string, optional)",—,—,GET /api/v1/web/admin/comments?page=string&limit=string&status=completed&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,795
16,Admin,PUT,/api/v1/web/admin/comments/:id/approve,/api/admin/comments/:id/approve,Approve a comment,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,—,application/json,PUT /api/v1/web/admin/comments/:id/approve (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,844
17,Admin,PUT,/api/v1/web/admin/comments/:id/reject,/api/admin/comments/:id/reject,Reject a comment,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,—,application/json,PUT /api/v1/web/admin/comments/:id/reject (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,874
18,Admin,GET,/api/v1/web/admin/contacts,/api/admin/contacts,Get contacts for admin. Default: support chats only; optional activeOnly (has at least one message).,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 50); search (string, optional); type (string, optional, default: 'support'); activeOnly (string, optional)",—,—,GET /api/v1/web/admin/contacts?page=string&limit=string&search=string&type=support&activeOnly=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1042
19,Admin,GET,/api/v1/web/admin/dealers,/api/admin/dealers,list with search (name/email) and pagination,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 20); search (string, optional)",—,—,GET /api/v1/web/admin/dealers?page=string&limit=string&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1997
20,Admin,POST,/api/v1/web/admin/dealers,/api/admin/dealers,create dealer (with optional image),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: multipart/form-data,—,—,"dealer_name (string, optional); dealer_email (string, optional); dealer_mobile (string, optional); dealer_whatsapp (string, optional); synopsis (string, optional); status (string, optional); dealer_image (file, max 1)",multipart/form-data,POST /api/v1/web/admin/dealers (multipart/form-data: dealer_image=@file + JSON fields),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2042
21,Admin,DELETE,/api/v1/web/admin/dealers/:id,/api/admin/dealers/:id,,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,DELETE /api/v1/web/admin/dealers/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2152
22,Admin,GET,/api/v1/web/admin/dealers/:id,/api/admin/dealers/:id,get one dealer (for edit),Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,GET /api/v1/web/admin/dealers/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2028
23,Admin,PATCH,/api/v1/web/admin/dealers/:id,/api/admin/dealers/:id,update dealer (optional image),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: multipart/form-data,"id (ObjectId|string, required)",—,"dealer_name (string, optional); dealer_email (string, optional); dealer_mobile (string, optional); dealer_whatsapp (string, optional); synopsis (string, optional); status (string, optional); clear_image (string, optional); dealer_image (file, max 1)",multipart/form-data,POST /api/v1/web/admin/dealers/:id (multipart/form-data: dealer_image=@file + JSON fields),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2091
24,Admin,PUT,/api/v1/web/admin/dealers/:id/status,/api/admin/dealers/:id/status,toggle status (active/inactive),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"status (string, optional)",application/json,"PUT /api/v1/web/admin/dealers/:id/status
{
  ""status"": ""completed""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2134
25,Admin,GET,/api/v1/web/admin/filters,/api/admin/filters,,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 100); search (string, optional); mainCategoryId (string, optional); subCategoryId (string, optional)",—,—,GET /api/v1/web/admin/filters?page=string&limit=string&search=string&mainCategoryId=64a1b2c3d4e5f6a7b8c9d0e1&subCategoryId=64a1b2c3d4e5f6a7b8c9d0e1,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1525
26,Admin,POST,/api/v1/web/admin/filters,/api/admin/filters,,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: multipart/form-data,—,—,"name (string, optional); slug (string, optional); parentId (string, optional); sortOrder (string, optional, default: 0); isActive (string, optional, default: true); colorCode (string, optional); color_code (string, optional); categoryId (string, optional); subcategoryId (string, optional); subcategory_id (string, optional); childCategoryId (string, optional); child_category_id (string, optional); thumbImage (file, max 1)",multipart/form-data,POST /api/v1/web/admin/filters (multipart/form-data: thumbImage=@file + JSON fields),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1795
27,Admin,DELETE,/api/v1/web/admin/filters/:id,/api/admin/filters/:id,soft-delete filter and its descendants,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,DELETE /api/v1/web/admin/filters/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1975
28,Admin,PATCH,/api/v1/web/admin/filters/:id,/api/admin/filters/:id,,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: multipart/form-data,"id (ObjectId|string, required)",—,"name (string, optional); slug (string, optional); parentId (string, optional); sortOrder (string, optional); isActive (string, optional); colorCode (string, optional); color_code (string, optional); clearThumb (string, optional); thumbImage (file, max 1)",multipart/form-data,POST /api/v1/web/admin/filters/:id (multipart/form-data: thumbImage=@file + JSON fields),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1917
29,Admin,GET,/api/v1/web/admin/filters/children?parentId=...,/api/admin/filters/children?parentId=...,,Authorization: Bearer {token}; Cookie: token={jwt},—,"parentId (string, optional)",—,—,GET /api/v1/web/admin/filters/children?parentId=64a1b2c3d4e5f6a7b8c9d0e1,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1724
30,Admin,POST,/api/v1/web/admin/filters/import,/api/admin/filters/import,,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,—,—,—,application/json,POST /api/v1/web/admin/filters/import (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1792
31,Admin,POST,/api/v1/web/admin/filters/import-excel,/api/admin/filters/import-excel,,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,—,—,—,application/json,POST /api/v1/web/admin/filters/import-excel (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1791
32,Admin,GET,/api/v1/web/admin/filters/tree,/api/admin/filters/tree,,Authorization: Bearer {token}; Cookie: token={jwt},—,"subCategoryId (string, optional); mainCategoryId (string, optional)",—,—,GET /api/v1/web/admin/filters/tree?subCategoryId=64a1b2c3d4e5f6a7b8c9d0e1&mainCategoryId=64a1b2c3d4e5f6a7b8c9d0e1,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1664
33,Admin,GET,/api/v1/web/admin/identity-verifications,/api/admin/identity-verifications,List identity verification requests,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 20); status (string, optional, default: 'pending'); search (string, optional)",—,—,GET /api/v1/web/admin/identity-verifications?page=string&limit=string&status=completed&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,546
34,Admin,GET,/api/v1/web/admin/identity-verifications/:id,/api/admin/identity-verifications/:id,Get single identity verification request,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,GET /api/v1/web/admin/identity-verifications/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,589
35,Admin,PUT,/api/v1/web/admin/identity-verifications/:id/approve,/api/admin/identity-verifications/:id/approve,Approve identity verification and mark user as verified,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,—,application/json,PUT /api/v1/web/admin/identity-verifications/:id/approve (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,611
36,Admin,PUT,/api/v1/web/admin/identity-verifications/:id/reject,/api/admin/identity-verifications/:id/reject,Reject identity verification request,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"reason (string, optional)",application/json,"PUT /api/v1/web/admin/identity-verifications/:id/reject
{
  ""reason"": ""Spam""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,653
37,Admin,GET,/api/v1/web/admin/modules,/api/admin/modules,return available modules list,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/modules,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2485
38,Admin,GET,/api/v1/web/admin/products,/api/admin/products,Get all products with filters (admin view),Authorization: Bearer {token}; Cookie: token={jwt},—,"status (string, optional); page (string, optional, default: 1); limit (string, optional, default: 20); search (string, optional)",—,—,GET /api/v1/web/admin/products?status=completed&page=string&limit=string&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,64
39,Admin,PUT,/api/v1/web/admin/products/:id/approve,/api/admin/products/:id/approve,Approve a pending product,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,—,application/json,PUT /api/v1/web/admin/products/:id/approve (no body),Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,106
40,Admin,PUT,/api/v1/web/admin/products/:id/reject,/api/admin/products/:id/reject,Reject a pending product,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"reason (string, optional); rejectionCategory (string, optional); rejectionCategories (string, optional); reasons (string, optional); rejectionSelections (string, optional); customReason (string, optional)",application/json,"PUT /api/v1/web/admin/products/:id/reject
{
  ""reason"": ""Spam"",
  ""rejectionCategory"": ""string"",
  ""rejectionCategories"": ""string"",
  ""reasons"": ""string"",
  ""rejectionSelections"": ""string"",
  ""customReason"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,168
41,Admin,PUT,/api/v1/web/admin/products/:id/status,/api/admin/products/:id/status,Update product status (active/inactive),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"status (string, optional)",application/json,"PUT /api/v1/web/admin/products/:id/status
{
  ""status"": ""completed""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,315
42,Admin,GET,/api/v1/web/admin/products/pending,/api/admin/products/pending,Get all pending products for review,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 20); search (string, optional)",—,—,GET /api/v1/web/admin/products/pending?page=string&limit=string&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,29
43,Admin,GET,/api/v1/web/admin/products/rejection-reasons,/api/admin/products/rejection-reasons,Get predefined rejection categories and reasons,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/products/rejection-reasons,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,306
44,Admin,GET,/api/v1/web/admin/reported-comments,/api/admin/reported-comments,Get reported comments (pending + resolved). Includes resolution: pending | deactivated | ignored.,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional); limit (string, optional)",—,—,GET /api/v1/web/admin/reported-comments?page=string&limit=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,904
45,Admin,PUT,/api/v1/web/admin/reported-comments/comment/:commentId/action,/api/admin/reported-comments/comment/:commentId/action,Admin action: deactivate comment (hide) or ignore report(s),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"commentId (ObjectId|string, required)",—,"action (string, optional)",application/json,"PUT /api/v1/web/admin/reported-comments/comment/:commentId/action
{
  ""action"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,983
46,Admin,GET,/api/v1/web/admin/roles,/api/admin/roles,list all roles,Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 50); search (string, optional)",—,—,GET /api/v1/web/admin/roles?page=string&limit=string&search=string,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2289
47,Admin,POST,/api/v1/web/admin/roles,/api/admin/roles,create a role,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,—,—,"role_name (string, optional); description (string, optional); status (string, optional, default: 'active')",application/json,"POST /api/v1/web/admin/roles
{
  ""role_name"": ""string"",
  ""description"": ""Excellent condition"",
  ""status"": ""completed""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2329
48,Admin,DELETE,/api/v1/web/admin/roles/:id,/api/admin/roles/:id,delete a role and its permissions,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,DELETE /api/v1/web/admin/roles/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2380
49,Admin,GET,/api/v1/web/admin/roles/:id,/api/admin/roles/:id,get a single role,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,GET /api/v1/web/admin/roles/:id,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2315
50,Admin,PATCH,/api/v1/web/admin/roles/:id,/api/admin/roles/:id,update a role,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"role_name (string, optional); description (string, optional); status (string, optional)",application/json,"PATCH /api/v1/web/admin/roles/:id
{
  ""role_name"": ""string"",
  ""description"": ""Excellent condition"",
  ""status"": ""completed""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2354
51,Admin,GET,/api/v1/web/admin/roles/:id/permissions,/api/admin/roles/:id/permissions,get permissions for a role,Authorization: Bearer {token}; Cookie: token={jwt},"id (ObjectId|string, required)",—,—,—,GET /api/v1/web/admin/roles/:id/permissions,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2416
52,Admin,PUT,/api/v1/web/admin/roles/:id/permissions,/api/admin/roles/:id/permissions,save permissions for a role (bulk upsert),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"permissions (string, optional)",application/json,"PUT /api/v1/web/admin/roles/:id/permissions
{
  ""permissions"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2447
53,Admin,GET,/api/v1/web/admin/stats,/api/admin/stats,Get admin dashboard statistics,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/stats,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,357
54,Admin,GET,/api/v1/web/admin/support-unread-count,/api/admin/support-unread-count,Total unread support messages for admin badge,Authorization: Bearer {token}; Cookie: token={jwt},—,—,—,—,GET /api/v1/web/admin/support-unread-count,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,1025
55,Admin,GET,/api/v1/web/admin/users,/api/admin/users,Get all users (admin view),Authorization: Bearer {token}; Cookie: token={jwt},—,"page (string, optional, default: 1); limit (string, optional, default: 20); search (string, optional); isVerified (string, optional); status (string, optional)",—,—,GET /api/v1/web/admin/users?page=string&limit=string&search=string&isVerified=string&status=completed,Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,389
56,Admin,POST,/api/v1/web/admin/users,/api/admin/users,Create a new user (including admin users),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,—,—,"name (string, optional); email (string, optional); phone (string, optional); password (string, optional); role (string, optional, default: 'user'); status (string, optional, default: 'active'); adminRole (string, optional)",application/json,"POST /api/v1/web/admin/users
{
  ""name"": ""John Doe"",
  ""email"": ""user@example.com"",
  ""phone"": ""+971501234567"",
  ""password"": ""secret123"",
  ""role"": ""string"",
  ""status"": ""completed"",
  ""adminRole"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,433
57,Admin,PUT,/api/v1/web/admin/users/:id/admin-role,/api/admin/users/:id/admin-role,assign admin role to user,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"adminRole (string, optional)",application/json,"PUT /api/v1/web/admin/users/:id/admin-role
{
  ""adminRole"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,2494
58,Admin,PUT,/api/v1/web/admin/users/:id/role,/api/admin/users/:id/role,Update a user's role (user/admin),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"role (string, optional)",application/json,"PUT /api/v1/web/admin/users/:id/role
{
  ""role"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,700
59,Admin,PUT,/api/v1/web/admin/users/:id/status,/api/admin/users/:id/status,Update a user's status (active/inactive),Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"status (string, optional)",application/json,"PUT /api/v1/web/admin/users/:id/status
{
  ""status"": ""completed""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,751
60,Admin,PUT,/api/v1/web/admin/users/:id/verify,/api/admin/users/:id/verify,Verify or unverify a user,Authorization: Bearer {token}; Cookie: token={jwt}; Content-Type: application/json,"id (ObjectId|string, required)",—,"isVerified (string, optional)",application/json,"PUT /api/v1/web/admin/users/:id/verify
{
  ""isVerified"": ""string""
}",Private (Admin only),Admin JWT (Bearer / Cookie),Planned,server/routes/admin.js,503
61,AI,POST,/api/v1/web/ai/enhance-description,/api/ai/enhance-description,Enhance listing description using AI,Authorization: Bearer {token}; Cookie: token={jwt} (optional alternative); Content-Type: application/json,—,—,"title (string, optional); description (string, optional); category (string, optional)",application/json,"POST /api/v1/web/ai/enhance-description
{
  ""title"": ""iPhone 14 Pro"",
  ""description"": ""Excellent condition"",
  ""category"": ""string""
}",Private (requires auth),JWT Required (Bearer / Cookie),Planned,server/routes/ai.js,11
62,AI,POST,/api/v1/web/listings/ai-extract,/api/listings/ai-extract,Extract structured normalized car listing data from text/transcript,Authorization: Bearer {token}; Cookie: token={jwt} (optional alternative); Content-Type: application/json,—,—,"input_text (string, optional)",application/json,"POST /api/v1/web/listings/ai-extract
{
  ""input_text"": ""string""
}",Private (requires auth),JWT Required (Bearer / Cookie),Planned,server/routes/ai.js,26
63,Auth,POST,/api/v1/auth/login,/api/auth/login,Deprecated — use send-otp + verify-otp instead,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,—,application/json,POST /api/v1/auth/login (no body),Public,Public,Planned,server/routes/auth.js,895
64,Auth,POST,/api/v1/auth/logout,/api/auth/logout,Clear JWT cookie (HTTP-only) and finish logout.,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,—,application/json,POST /api/v1/auth/logout (no body),Public,Public,Planned,server/routes/auth.js,904
65,Auth,POST,/api/v1/auth/register,/api/auth/register,Register a new user,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"name (string, required); email (string, required); phone (string, required); phoneCountryCode (string, optional); phoneCountryIso (string, optional); password (string, optional)",application/json,"POST /api/v1/auth/register
{
  ""name"": ""John Doe"",
  ""email"": ""user@example.com"",
  ""phone"": ""+971501234567"",
  ""phoneCountryCode"": ""91"",
  ""phoneCountryIso"": ""IN"",
  ""password"": ""secret123""
}",Public,Public,Planned,server/routes/auth.js,349
66,Auth,POST,/api/v1/auth/send-email-otp,/api/auth/send-email-otp,Send email verification OTP,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"email (string, required)",application/json,"POST /api/v1/auth/send-email-otp
{
  ""email"": ""user@example.com""
}",Public,Public,Planned,server/routes/auth.js,455
67,Auth,POST,/api/v1/auth/send-otp,/api/auth/send-otp,Send OTP for unified login/signup (email or WhatsApp),Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"mode (string, optional); channel (string, optional); email (string, optional); phone (string, optional); phoneCountryCode (string, optional); phoneCountryIso (string, optional)",application/json,"POST /api/v1/auth/send-otp
{
  ""mode"": ""login"",
  ""channel"": ""email"",
  ""email"": ""user@example.com"",
  ""phone"": ""+971501234567"",
  ""phoneCountryCode"": ""91"",
  ""phoneCountryIso"": ""IN""
}",Public,Public,Planned,server/routes/auth.js,656
68,Auth,POST,/api/v1/auth/send-phone-otp,/api/auth/send-phone-otp,Send signup mobile verification OTP via WhatsApp,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"phone (string, required)",application/json,"POST /api/v1/auth/send-phone-otp
{
  ""phone"": ""+971501234567""
}",Public,Public,Planned,server/routes/auth.js,484
69,Auth,POST,/api/v1/auth/verify-email-otp,/api/auth/verify-email-otp,Verify email OTP and mark user verified,Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"email (string, required); otp (string, optional)",application/json,"POST /api/v1/auth/verify-email-otp
{
  ""email"": ""user@example.com"",
  ""otp"": ""123456""
}",Public,Public,Planned,server/routes/auth.js,518
70,Auth,POST,/api/v1/auth/verify-otp,/api/auth/verify-otp,Verify OTP and sign in (email or WhatsApp channel; creates account if new via email),Authorization: Bearer {token} (optional); Cookie: token={jwt} (optional); Content-Type: application/json,—,—,"otp (string, optional); phone (string, optional); phoneCountryCode (string, optional); phoneCountryIso (string, optional); email (string, optional); mode (string, optional); channel (string, optional)",application/json,"POST /api/v1/auth/verify-otp
{
  ""otp"": ""123456"",
  ""phone"": ""+971501234567"",
  ""phoneCountryCode"": ""91"",
  ""phoneCountryIso"": ""IN"",
  ""email"": ""user@example.com"",
  ""mode"": ""login"",
  ""channel"": ""email""
}",Public,Public,Planned,server/routes/auth.js,756
